번호,회사명,종목코드,폐지일자,폐지사유,비고
330,한별텔레콤,016550,2002-04-19,감사의견 의견거절,
329,삼한콘트롤스,033070,2002-04-18,최종부도 또는 당좌거래정지(1년),
328,대우전자,007410,2002-04-13,감사의견 의견거절,
327,오리온전기,004390,2002-04-13,감사의견 부적정,
326,고합,004460,2002-04-12,감사의견 부적정,
325,한국콜마홀딩스,024720,2002-04-09,증권거래소 상장,한국콜마홀딩스
324,이지닷컴,012260,2002-04-03,감사의견 의견거절,
323,삼익건설,002180,2002-03-29,감사의견 의견거절,
322,유리세이프전환혼합형,052530,2002-03-28,증권투자회사법 64조에 의한 해산사유 발생,
321,마인,039500,2002-03-15,피흡수합병,
320,일은증권,008530,2002-02-20,해산 사유 발생,
319,레이디,025840,2002-01-23,감사의견 의견거절 2년 계속,
318,다임알짜2호-MF,051960,2002-01-23,증권투자회사법 64조에 의한 해산사유 발생,
317,동방화공,004290,2002-01-18,해산 사유 발생,
316,두산테크팩,001690,2002-01-18,해산 사유 발생,
315,필룩스,033180,2001-12-26,증권거래소 상장,필룩스
314,동양현대종금,008980,2001-12-20,해산 사유 발생,
313,피어리스,002130,2001-12-05,최종부도발생,
312,송원칼라,011450,2001-12-05,신청에 의한 상장폐지,
311,다산,015150,2001-11-21,기타 등록취소,
310,세이플러스혼합형펀드,051070,2001-11-19,증권투자회사법 64조에 의한 해산사유 발생,
309,하이콘테그,000310,2001-11-10,영업활동정지 6월 계속,
308,국민은행_(합병전),023130,2001-11-09,해산 사유 발생,
307,한국주택은행,027460,2001-11-09,해산 사유 발생,
306,다임알짜1호-MF,050350,2001-10-30,증권투자회사법 64조에 의한 해산사유 발생,
305,크린4호,049850,2001-10-16,증권투자회사법 64조에 의한 해산사유 발생,
304,해동금고,007420,2001-10-13,해산 사유 발생,
303,태화쇼핑,015880,2001-09-22,회사정리절차 폐지 결정,
302,신한캐피탈,023780,2001-09-13,기타 등록취소,
301,세이플러스,049990,2001-09-11,증권투자회사법 64조에 의한 해산사유 발생,
300,신한은행(조흥),015580,2001-09-10,해산 사유 발생,
299,신한증권,003320,2001-09-10,해산 사유 발생,
298,하나에프앤아이,025080,2001-08-24,자본전액잠식(2년),
297,마이다스차익,048660,2001-08-14,증권투자회사법 64조에 의한 해산사유 발생,
296,에스이아이채,035930,2001-08-07,증권투자회사법 64조에 의한 해산사유 발생,
295,코웨이,021240,2001-08-07,증권거래소 상장,코웨이
294,동아금고,030710,2001-07-28,해산 사유 발생,
293,리젠트종금,015650,2001-07-16,해산 사유 발생,
292,바로크,017120,2001-07-10,화의 불인가,
291,미래주식1,047890,2001-07-10,증권투자회사법 64조에 의한 해산사유 발생,
290,우리신용카드,022870,2001-07-07,거래실적부진,
289,미래한아름2,046820,2001-07-03,증권투자회사법 64조에 의한 해산사유 발생,
288,KTB더블채권1-MF,045800,2001-06-19,증권투자회사법 64조에 의한 해산사유 발생,
287,플래티넘성2-MF,044740,2001-06-19,증권투자회사법 64조에 의한 해산사유 발생,
286,크린3호,045870,2001-06-19,기타 등록취소,
285,세이채권혼합,045790,2001-06-19,증권투자회사법 64조에 의한 해산사유 발생,
284,유리뉴앙상블,046520,2001-06-19,증권투자회사법 64조에 의한 해산사유 발생,
283,실크성장삼호,045860,2001-06-12,증권투자회사법 64조에 의한 해산사유 발생,
282,동아건설,000280,2001-06-07,회사정리절차 폐지 결정,
281,미래한아름1-MF,044890,2001-06-05,증권투자회사법 64조에 의한 해산사유 발생,
280,그린에셋일호,045080,2001-05-29,증권투자회사법 64조에 의한 해산사유 발생,
279,보성인터,033300,2001-05-25,자본전액잠식(2년),
278,풍연,017090,2001-05-25,자본전액잠식(2년),
277,대우,003810,2001-05-23,자본잠식(자본금의 50/100이상 잠식) 2년 계속,
276,대우중공업,000200,2001-05-23,자본전액잠식 2년 계속,
275,한통엠닷컴,030700,2001-05-21,피흡수합병,
274,동양화학공업,002740,2001-05-18,해산 사유 발생,
273,다임채권형일,044750,2001-05-08,증권투자회사법 64조에 의한 해산사유 발생,
272,KTB전환32,044400,2001-05-08,증권투자회사법 64조에 의한 해산사유 발생,
271,세이우량채권,044240,2001-05-08,증권투자회사법 64조에 의한 해산사유 발생,
270,미래알바1,044410,2001-05-02,증권투자회사법 64조에 의한 해산사유 발생,
269,태일정밀,017320,2001-04-26,공시서류 미제출(반기보고서) 후 차기보고서 미제출,
268,뉴맥스,014080,2001-04-26,공시서류 미제출(분기보고서) 후 차기보고서 미제출,
267,동산씨앤지,001400,2001-04-24,회사정리절차 폐지 결정,
266,플래티넘성1,043380,2001-04-24,증권투자회사법 64조에 의한 해산사유 발생,
265,실크성장2호,043400,2001-04-24,증권투자회사법 64조에 의한 해산사유 발생,
264,리젠트코스,043350,2001-04-24,증권투자회사법 64조에 의한 해산사유 발생,
263,현대울산종금,015620,2001-04-23,해산 사유 발생,
262,KTB코스닥1,042310,2001-04-03,증권투자회사법 64조에 의한 해산사유 발생,
261,마이다스30,043040,2001-04-03,증권투자회사법 64조에 의한 해산사유 발생,
260,KTB드림1,042300,2001-04-03,증권투자회사법 64조에 의한 해산사유 발생,
259,바이킹성장일,043700,2001-04-03,증권투자회사법 64조에 의한 해산사유 발생,
258,옵티멈성장1,045090,2001-04-03,증권투자회사법 64조에 의한 해산사유 발생,
257,실크성장1호,042460,2001-04-03,증권투자회사법 64조에 의한 해산사유 발생,
256,대한알루미늄공업,009050,2001-03-30,신청에 의한 상장폐지,
255,갑을방적,011290,2001-03-20,해산 사유 발생,
254,코스파이더,034190,2001-03-14,해산 사유 발생,
253,마이다스코코,040860,2001-03-13,증권투자회사법 64조에 의한 해산사유 발생,
252,미래하이4,040950,2001-03-13,증권투자회사법 64조에 의한 해산사유 발생,
251,미래아이티3,040940,2001-03-13,증권투자회사법 64조에 의한 해산사유 발생,
250,마이다스페셜,039540,2001-03-06,기타 등록취소,
249,미래아이티2,040260,2001-02-27,증권투자회사법 64조에 의한 해산사유 발생,
248,미래하이3,040270,2001-02-27,증권투자회사법 64조에 의한 해산사유 발생,
247,한가족주식,040380,2001-02-27,증권투자회사법 64조에 의한 해산사유 발생,
246,미래하이2호,039210,2001-02-20,증권투자회사법 64조에 의한 해산사유 발생,
245,미래아이티1,039220,2001-02-20,증권투자회사법 64조에 의한 해산사유 발생,
244,영남종금,024960,2001-02-10,해산 사유 발생,
243,한스종금,012710,2001-02-10,해산 사유 발생,
242,한국종금,011260,2001-02-10,해산 사유 발생,
241,중앙종금,008990,2001-02-10,해산 사유 발생,
240,한양,008690,2001-02-07,회사정리절차 폐지 결정,
239,옵티멈전환2,039380,2001-02-06,증권투자회사법 64조에 의한 해산사유 발생,
238,CJ프론티어,039720,2001-02-06,증권투자회사법 64조에 의한 해산사유 발생,
237,플래티넘이천,039520,2001-02-06,증권투자회사법 64조에 의한 해산사유 발생,
236,마이다스테3,040520,2001-02-06,증권투자회사법 64조에 의한 해산사유 발생,
235,박현주7성장,038940,2001-02-06,증권투자회사법 64조에 의한 해산사유 발생,
234,KTB전환형41,038760,2001-02-06,증권투자회사법 64조에 의한 해산사유 발생,
233,미래하이1호,038580,2001-02-06,증권투자회사법 64조에 의한 해산사유 발생,
232,월드그랜드2,039160,2001-01-30,증권투자회사법 64조에 의한 해산사유 발생,
231,마이다스하전,039920,2001-01-30,증권투자회사법 64조에 의한 해산사유 발생,
230,유리앙상블,039280,2001-01-30,증권투자회사법 64조에 의한 해산사유 발생,
229,동원장보고2,039180,2001-01-30,증권투자회사법 64조에 의한 해산사유 발생,
228,징기스칸1호,039170,2001-01-26,증권투자회사법 64조에 의한 해산사유 발생,
227,우성건설,008640,2001-01-20,회사정리절차 폐지 결정,
226,금호케미칼,014740,2001-01-16,해산 사유 발생,
225,박현주6호,038480,2001-01-16,증권투자회사법 64조에 의한 해산사유 발생,
224,리젠트빅히트,039270,2001-01-16,증권투자회사법 64조에 의한 해산사유 발생,
223,글로벌하이1,038770,2001-01-09,증권투자회사법 64조에 의한 해산사유 발생,
222,KTB자산배분2,038380,2001-01-09,증권투자회사법 64조에 의한 해산사유 발생,
221,마이다스테2,039050,2001-01-09,증권투자회사법 64조에 의한 해산사유 발생,
220,벽산개발,002080,2000-12-22,해산 사유 발생,
219,박현주4성장,037780,2000-12-19,증권투자회사법 64조에 의한 해산사유 발생,
218,박현주5호,038030,2000-12-19,증권투자회사법 64조에 의한 해산사유 발생,
217,박현주3성장,037770,2000-12-19,증권투자회사법 64조에 의한 해산사유 발생,
216,삼성투신증권,022060,2000-12-13,피흡수합병,
215,신화건설,006160,2000-12-12,회사정리절차 폐지 결정,
214,월드그랜드1,038020,2000-11-28,증권투자회사법 64조에 의한 해산사유 발생,
213,박현주자산1,037490,2000-11-28,증권투자회사법 64조에 의한 해산사유 발생,
212,KTB전환형1,037360,2000-11-28,증권투자회사법 64조에 의한 해산사유 발생,
211,마이다스전이,038310,2000-11-28,증권투자회사법 64조에 의한 해산사유 발생,
210,미주실업,015060,2000-11-28,기타 등록취소,
209,박현주2성장,037480,2000-11-24,존속기간 만료,
208,리젠트프로1,037430,2000-11-07,증권투자회사법 64조에 의한 해산사유 발생,
207,엘리트1호,037670,2000-11-07,증권투자회사법 64조에 의한 해산사유 발생,
206,알바트로스 4,037180,2000-11-07,증권투자회사법 64조에 의한 해산사유 발생,
205,이글5호,037190,2000-11-07,증권투자회사법 64조에 의한 해산사유 발생,
204,옵티멈전환일,038270,2000-11-01,존속기간 만료,
203,실크자산3,037040,2000-10-24,증권투자회사법 64조에 의한 해산사유 발생,
202,알바트로스3,036780,2000-10-17,증권투자회사법 64조에 의한 해산사유 발생,
201,한국내화,010040,2000-10-16,증권거래소 상장,한국내화
200,유리중립일,036950,2000-10-04,증권투자회사법 64조에 의한 해산사유 발생,
199,유리아이피일,037520,2000-10-04,증권투자회사법 64조에 의한 해산사유 발생,
198,유리피아이일,036960,2000-10-04,증권투자회사법 64조에 의한 해산사유 발생,
197,유리배분일,037530,2000-10-04,증권투자회사법 64조에 의한 해산사유 발생,
196,장인환1호,036870,2000-09-30,존속기간 만료,
195,리젠트성장1,036970,2000-09-26,증권투자회사법 64조에 의한 해산사유 발생,
194,실크자산2,036650,2000-09-26,증권투자회사법 64조에 의한 해산사유 발생,
193,LG정보통신,011650,2000-09-20,해산 사유 발생,
192,호크아이즈증권투자회,034760,2000-09-19,증권투자회사법 64조에 의한 해산사유 발생,
191,미래에셋실크로드자산,036300,2000-09-19,증권투자회사법 64조에 의한 해산사유 발생,
190,신광산업,005410,2000-09-09,회사정리절차 폐지 결정,
189,마이다스하이테크성장,036400,2000-09-05,증권투자회사법 64조에 의한 해산사유 발생,
188,교보성공파트너크린앤,035980,2000-09-05,증권투자회사법 64조에 의한 해산사유 발생,
187,교보그로쓰,035970,2000-09-05,증권투자회사법 64조에 의한 해산사유 발생,
186,미래에셋크린채권형이,036310,2000-09-05,증권투자회사법 64조에 의한 해산사유 발생,
185,나라종금,016390,2000-08-29,해산 사유 발생,
184,미래에셋크린채권형일,035820,2000-08-22,증권투자회사법 64조에 의한 해산사유 발생,
183,에스이아이주,035940,2000-08-22,증권투자회사법 64조에 의한 해산사유 발생,
182,다임마이스터전환형일,036430,2000-08-22,증권투자회사법 64조에 의한 해산사유 발생,
181,마이다스전환형일호펀,036040,2000-08-22,증권투자회사법 64조에 의한 해산사유 발생,
180,박현주드림팔호자산배,035860,2000-08-22,증권투자회사법 64조에 의한 해산사유 발생,
179,다임마이스터보험형일,036440,2000-08-22,증권투자회사법 64조에 의한 해산사유 발생,
178,리젠트뮤추얼원자산배,036330,2000-08-22,증권투자회사법 64조에 의한 해산사유 발생,
177,대신불펀드일,036390,2000-08-14,존속기간 만료,
176,박현주드림칠호자산배,035790,2000-08-08,증권투자회사법 64조에 의한 해산사유 발생,
175,박현주드림육호자산배,035700,2000-08-01,증권투자회사법 64조에 의한 해산사유 발생,
174,동남리스,026240,2000-07-28,주된영업의 양도,
173,삼성그랑프리전환형뮤,035520,2000-07-19,증권투자회사법 64조에 의한 해산사유 발생,
172,인베스티움사파이어성,034340,2000-07-19,증권투자회사법 64조에 의한 해산사유 발생,
171,인베스티움사파이어전,034330,2000-07-19,증권투자회사법 64조에 의한 해산사유 발생,
170,마이다스자산배분형일,035880,2000-07-19,증권투자회사법 64조에 의한 해산사유 발생,
169,챌린지성장2,035680,2000-07-19,증권투자회사법 64조에 의한 해산사유 발생,
168,챌린지전환1,035670,2000-07-19,증권투자회사법 64조에 의한 해산사유 발생,
167,미래에셋박현주드림오,035540,2000-07-19,증권투자회사법 64조에 의한 해산사유 발생,
166,삼성프라임성장형뮤추,035530,2000-07-19,증권투자회사법 64조에 의한 해산사유 발생,
165,플러스3호,035410,2000-07-19,증권투자회사법 64조에 의한 해산사유 발생,
164,대전금고,006300,2000-07-07,주된영업의 양도,
163,미래에셋드림사호펀드,035470,2000-07-04,증권투자회사법 64조에 의한 해산사유 발생,
162,대한모방,001350,2000-06-30,회사정리절차 폐지 결정,
161,삼익주택,005580,2000-06-30,회사정리절차 개시 신청 기각 결정,
160,경동산업,002940,2000-06-30,회사정리절차 폐지 결정,
159,한국벨트,000840,2000-06-30,회사정리절차 폐지 결정,
158,미래에셋실크로드이호,035310,2000-06-29,증권투자회사법 64조에 의한 해산사유 발생,
157,마이다스성일,035590,2000-06-24,존속기간 만료,
156,미래에셋실크로드펀드,035300,2000-06-15,증권투자회사법 64조에 의한 해산사유 발생,
155,미래에셋알바트로스이,035320,2000-06-15,증권투자회사법 64조에 의한 해산사유 발생,
154,미래에셋드림삼호펀드,035330,2000-06-15,증권투자회사법 64조에 의한 해산사유 발생,
153,엘티삼보,011870,2000-06-07,"보고서미제출 , 기타 등록취소",
152,원진,005370,2000-06-07,주식분산기준미달,
151,대신석유,007930,2000-06-07,주식분산기준미달,
150,정일이엔씨,010810,2000-06-07,"최종부도 또는 당좌거래정지(1년) , 자본전액잠식(2년)",
149,삼산,012010,2000-06-07,"최종부도 또는 당좌거래정지(1년) , 보고서미제출 , 기타 등록취소 , 주식분산기준미달",
148,에스씨옵티콤,014090,2000-06-07,자본전액잠식(2년),
147,두원중공업,013900,2000-06-07,자본전액잠식(2년),
146,교하산업,013850,2000-06-07,"최종부도 또는 당좌거래정지(1년) , 기타 등록취소 , 자본전액잠식(2년)",
145,아진산업,013310,2000-06-07,"최종부도 또는 당좌거래정지(1년) , 자본전액잠식(2년) , 기타 등록취소 , 주식분산기준미달",아진산업
144,주화산업,017740,2000-06-07,"최종부도 또는 당좌거래정지(1년) , 자본전액잠식(2년) , 기타 등록취소",
143,라인건설,017620,2000-06-07,"최종부도 또는 당좌거래정지(1년) , 기타 등록취소",
142,동호전기,022510,2000-06-07,"자본전액잠식(2년) , 기타 등록취소",
141,삼주건설,025150,2000-06-07,"주식분산기준미달 , 자본전액잠식(2년)",
140,동신특강,024920,2000-06-07,"자본전액잠식(2년) , 기타 등록취소",
139,임광토건,001850,2000-06-07,주식분산기준미달,
138,삼경정밀,013320,2000-06-07,자본전액잠식(2년),
137,동양기공,018720,2000-06-07,"자본전액잠식(2년) , 기타 등록취소",
136,금강정공,022770,2000-06-07,"자본전액잠식(2년) , 기타 등록취소",
135,유진화학,003430,2000-06-07,주식분산기준미달,
134,대륭산업,027610,2000-06-07,"최종부도 또는 당좌거래정지(1년) , 주식분산기준미달 , 기타 등록취소",
133,대동금고,007090,2000-05-29,피흡수합병,
132,호남식품,007100,2000-05-27,상장폐지유예기간종료,
131,플러스2호,035160,2000-05-25,증권투자회사법 64조에 의한 해산사유 발생,
130,엠피챌린지,035340,2000-05-20,존속기간 만료,
129,플래티넘타겟,035050,2000-05-12,존속기간 만료,
128,한국안전유리,018550,2000-05-04,신청에 의한 상장폐지,
127,플래티넘3호,035040,2000-04-29,존속기간 만료,
126,협화,007840,2000-04-28,주식분산기준미달,
125,미래에셋이글사호펀드,034570,2000-04-19,증권투자회사법 64조에 의한 해산사유 발생,
124,미래에셋드림이호펀드,034960,2000-04-19,증권투자회사법 64조에 의한 해산사유 발생,
123,플러스1호,034990,2000-04-17,존속기간 만료,
122,고려화학,010110,2000-04-17,해산 사유 발생,
121,강원산업,000900,2000-04-12,해산 사유 발생,
120,미래에셋드림펀드,034820,2000-03-30,증권투자회사법 64조에 의한 해산사유 발생,
119,하이프로증권투자회사,034920,2000-03-30,증권투자회사법 64조에 의한 해산사유 발생,
118,플래티넘2호,034850,2000-03-25,존속기간 만료,
117,트윈스비전일,034840,2000-03-24,존속기간 만료,
116,SEI에셋,034770,2000-02-25,존속기간 만료,
115,교보성공파트너일호펀,034650,2000-02-24,증권투자회사법 64조에 의한 해산사유 발생,
114,만도기계,005790,2000-02-12,해산 사유 발생,
113,진로식품,004730,2000-01-29,상장폐지유예기간종료,
112,삼천전기,008920,2000-01-28,피흡수합병,
111,트윈스챌린지펀드,034350,2000-01-27,증권투자회사법 64조에 의한 해산사유 발생,
110,미래에셋이글삼호펀드,034560,2000-01-27,증권투자회사법 64조에 의한 해산사유 발생,
109,미래에셋이글이호펀드,034460,2000-01-27,증권투자회사법 64조에 의한 해산사유 발생,
108,미래에셋이글일호펀드,034450,2000-01-27,증권투자회사법 64조에 의한 해산사유 발생,
107,한빛세이프티일호증권,034430,2000-01-27,증권투자회사법 64조에 의한 해산사유 발생,
106,동원뮤추얼장보고1호,034470,2000-01-27,증권투자회사법 64조에 의한 해산사유 발생,
105,한빛세이프티이호증권,034440,2000-01-27,증권투자회사법 64조에 의한 해산사유 발생,
104,제일곡산,011890,2000-01-18,기타 등록취소,
103,하림지주,003380,2000-01-18,기타 등록취소,하림지주
102,남송개발,006000,2000-01-18,기타 등록취소,
101,플래티넘1호,034580,2000-01-15,존속기간 만료,
100,삼성다이나믹증권투자,034260,2000-01-11,증권투자회사법 64조에 의한 해산사유 발생,
99,삼성라이프에머랄드일,034320,2000-01-11,증권투자회사법 64조에 의한 해산사유 발생,
98,박현주 5호,034290,2000-01-11,증권투자회사법 64조에 의한 해산사유 발생,
97,미래에셋박현주사호펀,034280,2000-01-11,증권투자회사법 64조에 의한 해산사유 발생,
96,삼성프라임증권투자회,034270,2000-01-11,증권투자회사법 64조에 의한 해산사유 발생,
95,한세예스24홀딩스,016450,2000-01-06,증권거래소 상장,한세예스24홀딩스
94,티엘씨레저,014590,2000-01-06,증권거래소 상장,
93,박현주1호,034160,1999-12-22,증권투자회사법 제64조의 규정에 의한 해산사유의 발생,
92,박현주2호,034170,1999-12-22,증권투자회사법 제64조의 규정에 의한 해산사유의 발생,
91,대원제약,003220,1999-12-15,증권거래소 상장,대원제약
90,알바트로스,034180,1999-12-14,존속기간 만료,
89,박현주3호,034200,1999-12-10,존속기간 만료,
88,미래아이앤지,007120,1999-11-26,증권거래소 상장,미래아이앤지
87,장은증권,001170,1999-11-25,상장폐지유예기간종료,
86,대한종금,009030,1999-11-20,최종부도발생,
85,기라정보통신,019930,1999-11-18,증권거래소 상장,
84,LG종금,008810,1999-11-01,해산 사유 발생,
83,다다,023140,1999-10-30,주식분산기준미달,
82,자유건설,001990,1999-10-30,주식분산기준미달,
81,성담,003860,1999-10-30,주식분산기준미달,
80,한국체인,012350,1999-10-30,주식분산기준미달,
79,대한중석,000160,1999-10-27,영업활동정지 6월 계속,
78,유성,002340,1999-10-27,영업활동정지 6월 계속,
77,동국전자,012220,1999-10-27,상장폐지유예기간종료,
76,신호전자,008190,1999-10-27,영업활동정지 6월 계속,
75,엔케이텔레콤,003290,1999-10-27,영업활동정지 6월 계속,
74,한라시멘트,012910,1999-10-27,영업활동정지 6월 계속,
73,현대반도체,029890,1999-10-27,해산 사유 발생,
72,태흥피혁,016680,1999-10-27,회사정리절차 개시 신청 기각,
71,피앤텍,013820,1999-10-27,회사정리절차 개시 신청 기각,
70,영진테크,012470,1999-10-27,상장폐지유예기간종료,
69,태영판지공업,011940,1999-10-27,상장폐지유예기간종료,
68,중원,003840,1999-10-02,상장폐지유예기간종료,
67,신화,016640,1999-10-02,상장폐지유예기간종료,
66,한국물산,011820,1999-10-02,상장폐지유예기간종료,
65,거성산업,008100,1999-10-02,회사정리절차 폐지 결정,
64,강원은행,006590,1999-09-30,해산 사유 발생,
63,동방전자,004480,1999-09-09,자진 등록취소 신청,
62,신원제이엠씨,001160,1999-08-27,해산 사유 발생,
61,한진건설,005660,1999-08-27,해산 사유 발생,
60,한국조선해양,009540,1999-08-24,증권거래소 상장,한국조선해양
59,디씨엠,024090,1999-08-18,증권거래소 상장,디씨엠
58,한국금고,006540,1999-07-26,주식분산기분 미달,
57,동화금고,007260,1999-07-26,주식분산기분 미달,
56,대우정밀공업,015730,1999-07-22,해산 사유 발생,
55,유산실업,015910,1999-07-22,주식분산기분 미달,
54,유진산업,018380,1999-07-22,주식분산기분 미달,
53,삼협산업,023880,1999-07-22,주식분산기준 미달,
52,한양철강,026930,1999-07-22,주식분산기준 미달,
51,일신,012540,1999-07-22,주식분산기분 미달,
50,대동,014380,1999-07-22,주식분산기분 미달,
49,(주)이동수에프엔지,020880,1999-07-22,주식분산기분 미달,
48,한일제관,026950,1999-07-22,주식분산기준 미달,
47,화니백화점,031090,1999-07-22,주식분산기준 미달,
46,익산,023710,1999-07-22,주식분산기분 미달,
45,동국방직,011180,1999-07-21,해산 사유 발생,
44,아시아차,004280,1999-07-16,해산 사유 발생,
43,기아차판매,007170,1999-07-16,해산 사유 발생,
42,한국종합철관,014340,1999-06-24,최종부도 또는 당좌거래정지(1년),
41,쌍용제지,005100,1999-06-16,신청에 의한 상장폐지,
40,태화,000510,1999-05-25,자본전액잠식,
39,충북은행,007240,1999-05-21,해산 사유 발생,
38,국정교과서,024930,1999-05-18,피흡수합병,
37,캡스,007020,1999-05-15,등록법인의 취소신청,
36,현대차써비스,009650,1999-04-15,해산 사유 발생,
35,한국대아진공,029470,1999-04-12,부도,
34,LG금속,000170,1999-04-08,해산 사유 발생,
33,광주고속,028800,1999-03-22,상장폐지유예기간종료,
32,금호건설,000570,1999-03-22,해산 사유 발생,
31,고려석유화학,021170,1999-03-22,해산 사유 발생,
30,고합물산,007380,1999-03-22,해산 사유 발생,
29,영성제강,026920,1999-03-11,부도,
28,경북금고,008050,1999-03-11,주된 영업의 양도,
27,부산리스금융,018480,1999-03-11,주된영업의 양도,
26,중앙리스금융,021870,1999-03-11,주된영업의 양도,
25,중앙금고,025220,1999-03-11,주된영업의 양도,
24,대구리스금융,025090,1999-03-11,주된영업의 양도,
23,경기은행,006320,1999-02-25,해산 사유 발생,
22,대동은행,021600,1999-02-25,해산 사유 발생,
21,충청은행,005510,1999-02-25,해산 사유 발생,
20,동화은행,021310,1999-02-25,해산 사유 발생,
19,동남은행,021610,1999-02-25,해산 사유 발생,
18,현대종금,011880,1999-02-22,해산 사유 발생,
17,한일방직,004210,1999-02-12,상장폐지유예기간종료,
16,엘에스오토모티브,008580,1999-02-12,등록법인의 취소신청,
15,대진정밀화학,033350,1999-02-12,등록법인의 취소신청,
14,공영토건,001700,1999-02-12,자본전액잠식,
13,보람은행,008890,1999-01-26,해산 사유 발생,
12,한외종금,014150,1999-01-25,해산 사유 발생,
11,현대리바트,012830,1999-01-22,해산 사유 발생,
10,새한종금,011960,1999-01-16,해산 사유 발생,
9,한주전자,007000,1999-01-16,영업활동정지 6월 계속,
8,태양이앤테크,013070,1999-01-16,영업활동정지 6월 계속,
7,기산,011470,1999-01-16,해산 사유 발생,
6,한길종금,014430,1999-01-16,해산 사유 발생,
5,크롭사이언스,000870,1999-01-15,등록법인의 취소신청,
4,어필텔레콤,033510,1999-01-15,주식양도 제한,
3,한일은행,000130,1999-01-11,해산 사유 발생,
2,장기은행,005020,1999-01-08,해산 사유 발생,
1,한화기계,000930,1999-01-04,해산 사유 발생,
