"[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)",20190101-20191231,20180101-20181231,20170101-20171231
dart_ProceedsFromSalesOfFairValueFinancialAsset,당기손익-공정가치금융자산의 처분,Proceeds from sales of fair value financial asset,현금흐름표 [abstract],투자활동현금흐름,당기손익-공정가치금융자산의 처분,,8171114673.0,37241921647.0,3112106152.0
ifrs-full_ProceedsFromGovernmentGrantsClassifiedAsInvestingActivities,정부보조금의 수취,Proceeds from government grants,현금흐름표 [abstract],투자활동현금흐름,정부보조금의 수취,,106509087.0,9799139.0,177693044.0
dart_ProceedsFromSalesOfAvailableForSaleFinancialAssets,매도가능금융자산의 처분,Proceeds from sales of available-for-sale financial assets,현금흐름표 [abstract],투자활동현금흐름,매도가능금융자산의 처분,,,,
dart_ProceedsFromSalesOfCurrentAvailableForSaleFinancialAssets,유동매도가능금융자산의 처분,Proceeds from sales of current available-for-sale financial assets,현금흐름표 [abstract],투자활동현금흐름,유동매도가능금융자산의 처분,,6744808030.0,10854484207.0,
dart_ProceedsFromSalesOfShortTermFinancialInstruments,단기금융상품의 처분,Proceeds from sales of short term Financial Instruments,현금흐름표 [abstract],투자활동현금흐름,단기금융상품의 처분,,157418347.0,3000000000.0,
dart_DecreaseInLoans,단기대여금의 감소,Decrease in loans,현금흐름표 [abstract],투자활동현금흐름,단기대여금의 감소,,476503474.0,450308277.0,175614455.0
dart_ProceedsFromSalesOfLongTermLoansAndReceivables,장기대여금의 감소,Proceeds from sales of long-term loans and receivables,현금흐름표 [abstract],투자활동현금흐름,장기대여금의 감소,,1249992.0,1250008.0,13500022.0
ifrs-full_ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,유형자산의 처분,"Proceeds from sales of property, plant and equipment",현금흐름표 [abstract],투자활동현금흐름,유형자산의 처분,,11836838041.0,131501880.0,99912831.0
ifrs-full_ProceedsFromSalesOfIntangibleAssetsClassifiedAsInvestingActivities,무형자산의 처분,Proceeds from sales of intangible assets,현금흐름표 [abstract],투자활동현금흐름,무형자산의 처분,,,150000000.0,
entity00484682_udf_CF_202032683842920_CashFlowsFromUsedInInvestingActivities,기타금융부채의 증가,Adjustments for increase (decrease) in other financial liabilities,현금흐름표 [abstract],투자활동현금흐름,기타금융부채의 증가,,335164500.0,,
dart_ProceedsFromSalesOfLoansAndReceivables,기타수취채권의 감소,Proceeds from sales of loans and receivables,현금흐름표 [abstract],투자활동현금흐름,기타수취채권의 감소,,914420000.0,705700000.0,1679915132.0
dart_ProceedsFromSalesOfNonCurrentAvailableForSaleFinancialAssets,비유동매도가능금융자산의 처분,Proceeds from sales of non-current available-for-sale financial assets,현금흐름표 [abstract],투자활동현금흐름,비유동매도가능금융자산의 처분,,,461741847.0,
ifrs-full_ProceedsFromOtherLongtermAssetsClassifiedAsInvestingActivities,장기기타수취채권의 감소,Proceeds from other long-term assets,현금흐름표 [abstract],투자활동현금흐름,장기기타수취채권의 감소,,125500993.0,,15000000.0
dart_PurchaseOfOtherFinancialAssets,단기금융자산의 취득,Purchase of other financial assets,현금흐름표 [abstract],투자활동현금흐름,단기금융자산의 취득,,6000000000.0,9134826235.0,3727555672.0
dart_PurchaseOfFairValueFinancialAsset,당기손익인식금융자산의 취득,Purchase of fair value financial asset,현금흐름표 [abstract],투자활동현금흐름,당기손익인식금융자산의 취득,,10864213970.0,33000000000.0,12200000000.0
dart_PurchaseOfCurrentAvailableForSaleFinancialAssets,유동매도가능금융자산의 취득,Purchase of current available-for-sale financial assets,현금흐름표 [abstract],투자활동현금흐름,유동매도가능금융자산의 취득,,,,3000000000.0
dart_PurchaseOfShortTermLoansAndReceivables,단기대여금의 증가,Purchase of short-term loans and receivables,현금흐름표 [abstract],투자활동현금흐름,단기대여금의 증가,,5040000.0,525950000.0,179576559.0
dart_IncreaseInLoans,장기대여금의 증가,Increase in loans,현금흐름표 [abstract],투자활동현금흐름,장기대여금의 증가,,2254000000.0,112500000.0,150000000.0
dart_PurchaseOfNonCurrentAvailableForSaleFinancialAssets,비유동매도가능금융자산의 취득,Purchase of non-current available-for-sale financial assets,현금흐름표 [abstract],투자활동현금흐름,비유동매도가능금융자산의 취득,,250184000.0,260184000.0,260184000.0
ifrs-full_PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,유형자산의 취득,"Purchase of property, plant and equipment",현금흐름표 [abstract],투자활동현금흐름,유형자산의 취득,,32114620929.0,25733382756.0,4917916851.0
